"Incident.ID","Incident.Date","State","City.Or.County","Address","X..Victims.Injured","X..Victims.Killed","X..Subjects.Suspects.Injured","X..Subjects.Suspects.Killed","X..Subjects.Suspects.Arrested","Operations","event_type"
2515332,"January 29, 2023","South Carolina","Myrtle Beach (Surfside Beach)","1725 US-17 BUS",1,0,0,1,0,"N/A","officer_involved_shooting"
2514237,"January 28, 2023","Georgia","Towns (county)","N/A",1,0,0,0,0,"N/A","officer_involved_shooting"
2511390,"January 25, 2023","Virginia","Williamsburg","700 block of Scotland St",1,0,0,0,1,"N/A","officer_involved_shooting"
2511377,"January 25, 2023","Texas","Dallas","2540 Bahama Dr",1,0,0,1,0,"N/A","officer_involved_shooting"
2510920,"January 24, 2023","Minnesota","Saint Paul (White Bear Lake)","3185 Karth Rd",1,0,0,0,1,"N/A","officer_involved_shooting"
2510962,"January 24, 2023","Washington","Puyallup","1617 E Main Ave",2,0,1,0,0,"N/A","officer_involved_shooting"
2509403,"January 23, 2023","Kansas","Dodge City","US-50 and 113 Rd",3,0,1,1,0,"N/A","officer_involved_shooting"
2509516,"January 23, 2023","Minnesota","Winsted","600 block of Pheasant Run",2,0,0,1,0,"N/A","officer_involved_shooting"
2509165,"January 22, 2023","Arizona","Tucson","6400 block of W Swan Falls Way",1,0,1,0,0,"N/A","officer_involved_shooting"
2507281,"January 20, 2023","Florida","Jacksonville","1800 block of Hardee St",1,0,0,1,0,"N/A","officer_involved_shooting"
2505080,"January 18, 2023","Georgia","Atlanta","Constitution Rd and Bouldercrest Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2505001,"January 18, 2023","Florida","Fort Lauderdale (Sunrise)","16001 W State Rd 84",1,0,0,0,0,"N/A","officer_involved_shooting"
2504036,"January 17, 2023","New York","Bronx","E 183rd St and Prospect Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2505067,"January 17, 2023","Wisconsin","Racine","2900 block of Gillen St",2,0,0,0,1,"N/A","officer_involved_shooting"
2504910,"January 17, 2023","New Jersey","Elizabeth","70 block of W Jersey St",1,0,0,0,0,"N/A","officer_involved_shooting"
2505761,"January 17, 2023","Alabama","Double Springs","US-278 and Blake Dr",1,0,1,0,1,"N/A","officer_involved_shooting"
2502289,"January 14, 2023","Texas","Newton","FM 1004",1,0,0,0,2,"N/A","officer_involved_shooting"
2501499,"January 12, 2023","California","Palo Alto","2700 block of Fordham St",1,0,0,0,1,"N/A","officer_involved_shooting"
2500364,"January 11, 2023","Virginia","Hampton","Big Bethel Rd and Todds Ln",1,0,0,1,0,"N/A","officer_involved_shooting"
2499993,"January 10, 2023","Indiana","Indianapolis (Lawrence)","46th St and Burrwood Dr",1,0,1,1,0,"N/A","officer_involved_shooting"
2499922,"January 10, 2023","Louisiana","Baton Rouge","5151 Highland Rd",1,0,0,0,0,"N/A","officer_involved_shooting"
2498544,"January 8, 2023","Nevada","Reno","1550 Sky Valley Dr",1,0,1,1,0,"N/A","officer_involved_shooting"
2497315,"January 6, 2023","Arizona","Phoenix","888 N 1st Ave",1,0,0,1,0,"N/A","officer_involved_shooting"
2498594,"January 6, 2023","Pennsylvania","Wilkes Barre","Chestnut St",0,0,0,0,1,"N/A","officer_involved_shooting"
2496973,"January 5, 2023","New Mexico","Lordsburg","26 Pipeline Rd",1,0,0,0,1,"N/A","officer_involved_shooting"
2494974,"January 4, 2023","Texas","Orange","7800 block of Greenwood Dr",1,0,0,0,0,"N/A","officer_involved_shooting"
2493722,"January 2, 2023","Pennsylvania","Brackenridge","Brackenridge Ave and Morgan St",1,1,0,1,0,"N/A","officer_involved_shooting"
2493216,"January 1, 2023","Florida","Clearwater","1117 Ridge Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2494553,"December 31, 2022","Ohio","Cleveland","N/A",1,0,0,0,0,"N/A","officer_involved_shooting"
2490922,"December 29, 2022","Texas","Bryan","Wayside Dr and Avondale Ave",2,0,1,0,1,"N/A","officer_involved_shooting"
2490320,"December 29, 2022","Tennessee","Chattanooga","100 block of E M L King Blvd",1,0,0,1,0,"N/A","officer_involved_shooting"
2489975,"December 28, 2022","Louisiana","New Orleans","13400 block of Old Gentilly Rd",1,0,0,0,0,"N/A","officer_involved_shooting"
2489912,"December 28, 2022","Virginia","Amelia Court House","13500 block of West Ln",1,0,0,1,0,"N/A","officer_involved_shooting"
2488844,"December 27, 2022","Florida","Margate","5790 Margate Blvd",1,0,0,0,0,"N/A","officer_involved_shooting"
2487048,"December 23, 2022","Indiana","Brookville","IN-1 and US-52",2,0,1,0,0,"N/A","officer_involved_shooting"
2485769,"December 21, 2022","New York","Brooklyn","277 Gates Ave",1,0,1,0,1,"N/A","officer_involved_shooting"
2483831,"December 18, 2022","Colorado","Colorado Springs","800 E Willamette Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2483739,"December 17, 2022","Maryland","Dunkirk","MD-4 and Yellow Bank Rd",1,0,1,0,0,"N/A","officer_involved_shooting"
2482624,"December 16, 2022","Utah","Roosevelt (Ballard)","N/A",1,0,0,1,0,"N/A","officer_involved_shooting"
2483474,"December 16, 2022","Mississippi","Hattiesburg","2460 Old Highway 24",1,0,0,0,1,"N/A","officer_involved_shooting"
2482328,"December 16, 2022","Missouri","Kansas City","Bern St and Cookingham Dr",1,0,0,0,2,"N/A","officer_involved_shooting"
2481094,"December 14, 2022","Wisconsin","Waukesha","1623 Oakdale Dr",1,0,0,1,0,"N/A","officer_involved_shooting"
2481433,"December 14, 2022","Arkansas","Stuttgart","593 Rieger Rd",1,1,0,1,0,"N/A","officer_involved_shooting"
2480078,"December 12, 2022","North Carolina","Zebulon","401 S Arendell Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2479490,"December 12, 2022","California","San Diego","1000 block of 44th St",1,0,0,0,1,"N/A","officer_involved_shooting"
2477425,"December 8, 2022","Illinois","Lombard","S Lincoln St and W Ann St",1,0,0,1,0,"N/A","officer_involved_shooting"
2476162,"December 7, 2022","Wisconsin","De Pere (Hobart)","WI-29 and Hillcrest Rd",1,0,0,0,0,"N/A","officer_involved_shooting"
2474652,"December 5, 2022","Florida","Hialeah","NW 186th St and NW 67th Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2475082,"December 5, 2022","Tennessee","Memphis","4161 Winchester Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2473797,"December 3, 2022","Texas","Corpus Christi","6100 block of South Padre Island Dr",1,0,1,0,0,"N/A","officer_involved_shooting"
2472685,"December 2, 2022","California","Rosamond","2900 block of Locust St",1,0,0,0,1,"N/A","officer_involved_shooting"
2472520,"December 2, 2022","North Carolina","Granite Quarry","520 Mahaffey Dr",3,0,0,1,0,"N/A","officer_involved_shooting"
2511308,"November 29, 2022","Wisconsin","Milwaukee","N 8th St and W Michigan St",1,0,0,0,0,"N/A","officer_involved_shooting"
2470323,"November 28, 2022","Colorado","Denver","490 W Colfax Ave",1,0,1,0,1,"N/A","officer_involved_shooting"
2468413,"November 25, 2022","Pennsylvania","Philadelphia","4536 Frankford Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2467451,"November 24, 2022","Oklahoma","Buffalo","NE 6th St and E Brule St",1,0,0,1,0,"N/A","officer_involved_shooting"
2467143,"November 23, 2022","Mississippi","Ellisville","Riley Johnson Rd",1,0,1,0,1,"N/A","officer_involved_shooting"
2466492,"November 22, 2022","Tennessee","Lebanon","Sparta Pike and Eastover Rd",1,0,0,0,1,"N/A","officer_involved_shooting"
2461954,"November 17, 2022","Ohio","Chillicothe","28 N Paint St",1,0,0,1,0,"N/A","officer_involved_shooting"
2461517,"November 16, 2022","Connecticut","Waterbury","I-84 and Chase Pkwy",1,0,0,0,0,"N/A","officer_involved_shooting"
2460407,"November 15, 2022","Oklahoma","Mcloud","14000 block of Iron Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2459749,"November 14, 2022","Tennessee","Madison","2153 Gallatin Pike N",1,0,0,0,1,"N/A","officer_involved_shooting"
2458023,"November 11, 2022","Michigan","Gowen","14171 16 Mile Rd NE",1,0,0,0,0,"N/A","officer_involved_shooting"
2457490,"November 10, 2022","Georgia","Augusta","2200 block of Bungalow Rd",1,0,0,0,1,"N/A","officer_involved_shooting"
2455775,"November 8, 2022","Colorado","Lafayette","201 W South Boulder Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2455557,"November 7, 2022","Alabama","Mobile","800 block of Bryant St",1,1,1,0,0,"N/A","officer_involved_shooting"
2453885,"November 5, 2022","Texas","Fort Worth (Forest Hill)","4200 Dorsey St",1,0,0,0,0,"N/A","officer_involved_shooting"
2452993,"November 4, 2022","Georgia","Mcdonough","4100 Hopewell Pl",1,1,0,0,1,"N/A","officer_involved_shooting"
2451856,"November 3, 2022","Iowa","Altoona","900 Venbury Dr",1,0,0,0,0,"N/A","officer_involved_shooting"
2450006,"November 1, 2022","Georgia","Atlanta","Briarcliff Rd NE and Briarcliff Way NE",1,0,1,0,2,"N/A","officer_involved_shooting"
2450858,"November 1, 2022","New Jersey","Newark","25 Van Velsor Pl",2,0,0,0,1,"N/A","officer_involved_shooting"
2450734,"October 31, 2022","Wyoming","Cheyenne","6900 block of Horse Soldier Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2447910,"October 28, 2022","South Carolina","Beech Island","2100 block of Storm Branch Rd",1,0,0,0,1,"N/A","officer_involved_shooting"
2447093,"October 27, 2022","Colorado","Alamosa","1200 block of Denver Ave",2,0,0,0,1,"N/A","officer_involved_shooting"
2445412,"October 25, 2022","Virginia","Chester","15000 block of Timsberry Cir",2,0,1,0,1,"N/A","officer_involved_shooting"
2442134,"October 20, 2022","Washington","Keller","303 Mountain Ridge Homes Rd",1,2,0,0,2,"N/A","officer_involved_shooting"
2441028,"October 19, 2022","Texas","Rockdale","100 block of Inwood Dr",1,0,0,1,0,"N/A","officer_involved_shooting"
2440562,"October 18, 2022","Arkansas","Paragould","116 S Rockingchair Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2439061,"October 16, 2022","Washington","Spokane","S Cedar St and W 1st Ave",1,0,1,0,0,"N/A","officer_involved_shooting"
2438707,"October 16, 2022","Alabama","Birmingham (Hoover)","3627 Cedarbrook Dr",1,0,1,0,1,"N/A","officer_involved_shooting"
2436826,"October 13, 2022","North Carolina","Raleigh","5300 block of Sahalee Way",2,5,1,0,1,"N/A","officer_involved_shooting"
2437674,"October 13, 2022","Michigan","University Center","1961 Delta Rd",1,0,0,0,0,"N/A","officer_involved_shooting"
2437229,"October 13, 2022","Louisiana","New Orleans","300 block of N Rendon St",1,0,0,0,0,"N/A","officer_involved_shooting"
2435802,"October 12, 2022","Illinois","Decatur","1300 block of E Walnut St",2,0,0,1,0,"N/A","officer_involved_shooting"
2435972,"October 12, 2022","Tennessee","Nashville","7741 US-70S",2,0,0,0,0,"N/A","officer_involved_shooting"
2436299,"October 12, 2022","Connecticut","Bristol","310 Redstone Hill Rd",1,2,1,1,0,"N/A","officer_involved_shooting"
2435792,"October 12, 2022","Pennsylvania","Philadelphia","800 block of N 10th St",3,0,0,1,0,"N/A","officer_involved_shooting"
2437130,"October 12, 2022","Florida","Davenport","Briar Patch Lp and Tanglewood Dr",1,0,0,0,1,"N/A","officer_involved_shooting"
2434696,"October 10, 2022","South Carolina","Isle Of Palms","30 J C Long Blvd",1,0,0,0,0,"N/A","officer_involved_shooting"
2435055,"October 10, 2022","Washington","Sunnyside","1400 block of S 8th St",1,0,0,0,1,"N/A","officer_involved_shooting"
2432100,"October 7, 2022","Connecticut","New Haven","Chapel St and Blatchley Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2430704,"October 5, 2022","Louisiana","New Orleans","7800 block of S Coronet St",2,0,0,0,1,"N/A","officer_involved_shooting"
2429195,"October 3, 2022","Florida","West Palm Beach","5400 block of Eadie Place",1,0,0,0,1,"N/A","officer_involved_shooting"
2429121,"October 2, 2022","Florida","Jacksonville","4100 block of Middleburg Rd",1,0,0,0,0,"N/A","officer_involved_shooting"
2429735,"October 2, 2022","Louisiana","Ponchatoula","28288 Bedico Creek Ln",0,0,0,0,1,"N/A","officer_involved_shooting"
2428222,"October 1, 2022","Texas","Seminole","1010 Hobbs Hwy",1,0,0,0,1,"N/A","officer_involved_shooting"
2428365,"October 1, 2022","Missouri","Excelsior Springs","Kearney Rd and Crown Hill Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2427596,"September 30, 2022","Kentucky","Bardstown","100 block of Ivy Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2427319,"September 30, 2022","Maryland","Baltimore","1109 E Chase St",1,0,0,0,1,"N/A","officer_involved_shooting"
2426910,"September 29, 2022","Kansas","Topeka","3500 block of SW Kerry Ave",2,1,1,0,1,"N/A","officer_involved_shooting"
2426887,"September 29, 2022","Colorado","Broomfield","E Midway Boulevard and Sheridan Blvd",1,0,0,1,0,"N/A","officer_involved_shooting"
2426326,"September 28, 2022","Kentucky","Lexington","485 W New Circle Rd",1,0,1,0,0,"N/A","officer_involved_shooting"
2424970,"September 27, 2022","Michigan","Detroit","14047 Riverview St",1,0,0,0,1,"N/A","officer_involved_shooting"
2425705,"September 26, 2022","Utah","Salt Lake City (South Salt Lake)","400 E Robert Ave",1,0,0,1,0,"N/A","officer_involved_shooting"
2423530,"September 25, 2022","South Carolina","Sumter","Cains Mill Rd and Kolb Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2422167,"September 22, 2022","Tennessee","Hillsboro","I-24 and Aedc Rd",1,0,1,0,1,"N/A","officer_involved_shooting"
2421819,"September 22, 2022","Texas","Humble","12510 Tullich Run Dr",1,1,0,1,0,"N/A","officer_involved_shooting"
2420010,"September 20, 2022","Minnesota","Minneapolis","3473 5th St NE",0,1,1,0,0,"N/A","officer_involved_shooting"
2419555,"September 19, 2022","Texas","Amarillo","3301 SE 10th Ave",3,0,1,0,1,"N/A","officer_involved_shooting"
2419515,"September 19, 2022","Texas","Borger","1300 block of Yows St",1,0,0,0,1,"N/A","officer_involved_shooting"
2417792,"September 18, 2022","Michigan","Detroit","14900 block of  Prevost St",1,0,0,0,0,"N/A","officer_involved_shooting"
2415671,"September 14, 2022","New York","Croton On Hudson","Quaker Bridge Rd",1,1,1,0,0,"N/A","officer_involved_shooting"
2411685,"September 10, 2022","Nevada","Las Vegas","Flamingo Rd and University Center Dr",1,0,0,1,0,"N/A","officer_involved_shooting"
2411962,"September 10, 2022","Wisconsin","Milwaukee","N 59th St and W Center St",1,0,0,0,0,"N/A","officer_involved_shooting"
2411421,"September 9, 2022","Florida","Melbourne","1125 Dr Martin Luther King Jr Blvd",1,0,0,0,1,"N/A","officer_involved_shooting"
2410234,"September 8, 2022","Kentucky","Lexington","3500 Tates Creek Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2408831,"September 7, 2022","Georgia","Columbus","4200 block of Earline Ave",1,0,0,1,0,"N/A","officer_involved_shooting"
2407327,"September 4, 2022","Pennsylvania","Wilkes Barre","Carey Ave and Academy St",1,0,0,0,1,"N/A","officer_involved_shooting"
2404630,"September 2, 2022","Texas","Sachse","7760 S TX-78",2,0,1,0,0,"N/A","officer_involved_shooting"
2403250,"August 31, 2022","Virginia","Norfolk","2700 block of Vincent Ave",2,0,0,0,1,"N/A","officer_involved_shooting"
2403053,"August 31, 2022","Tennessee","Memphis","W Van Huesen Dr and Deneen Dr",1,0,0,0,3,"N/A","officer_involved_shooting"
2401495,"August 29, 2022","Pennsylvania","Philadelphia","600 Arch St",1,0,0,0,0,"N/A","officer_involved_shooting"
2400724,"August 28, 2022","Georgia","Moultrie","1712 1st Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2400492,"August 28, 2022","Arizona","Phoenix","21636 N 26th Ave",5,2,0,1,0,"N/A","officer_involved_shooting"
2398398,"August 26, 2022","Wisconsin","Milwaukee","3500 block of N 11th St",1,0,0,1,0,"N/A","officer_involved_shooting"
2394759,"August 22, 2022","Oklahoma","Oklahoma City","2221 SW 78th St",1,1,0,0,1,"N/A","officer_involved_shooting"
2394237,"August 21, 2022","Texas","Bryan","1100 block of Crossing Dr",2,0,0,1,0,"N/A","officer_involved_shooting"
2392480,"August 19, 2022","North Carolina","Charlotte","8900 block of St Croix Ln",1,0,0,1,0,"N/A","officer_involved_shooting"
2391852,"August 18, 2022","District of Columbia","Washington","1100 Alabama Ave SE",1,0,0,0,1,"N/A","officer_involved_shooting"
2385554,"August 12, 2022","Oklahoma","Blanchard","1401 County St 2960",2,0,0,0,1,"N/A","officer_involved_shooting"
2409361,"August 10, 2022","California","La Puente","N/A",1,0,0,0,0,"N/A","officer_involved_shooting"
2384087,"August 10, 2022","California","Arcadia","2531 Greenfield Ave",3,0,1,0,1,"N/A","officer_involved_shooting"
2383936,"August 10, 2022","North Carolina","Semora","326 Paradise Ln",1,0,0,0,1,"N/A","officer_involved_shooting"
2381602,"August 6, 2022","Arkansas","Texarkana","S Kings Hwy and US-59",1,0,0,0,0,"N/A","officer_involved_shooting"
2379316,"August 5, 2022","Virginia","Norfolk","216 E Plume St",4,0,0,0,1,"N/A","officer_involved_shooting"
2379355,"August 5, 2022","North Carolina","Clemmons","2400 block of Lewisville-Clemmons Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2378511,"August 3, 2022","Washington","Spokane","601 E 3rd Ave",1,0,0,1,0,"N/A","officer_involved_shooting"
2375440,"August 1, 2022","North Carolina","Dudley","2592 Arrington Bridge Rd",2,1,0,1,0,"N/A","officer_involved_shooting"
2376058,"August 1, 2022","Virginia","Charles City","10341 Courthouse Rd",1,0,0,0,0,"N/A","officer_involved_shooting"
2374271,"July 30, 2022","Arkansas","Knoxville","200 block of Ivy Ln",1,0,0,0,1,"N/A","officer_involved_shooting"
2372655,"July 29, 2022","Pennsylvania","Aliquippa","1125 Franklin Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2372203,"July 27, 2022","Georgia","Atlanta","Newbury Dr",1,0,1,0,0,"N/A","officer_involved_shooting"
2369408,"July 25, 2022","Virginia","Richmond","Commerce Rd and Stockton St",1,0,1,0,1,"N/A","officer_involved_shooting"
2368253,"July 24, 2022","Georgia","Fayetteville","429 Sage Brush Trail",1,0,1,0,1,"N/A","officer_involved_shooting"
2367344,"July 23, 2022","Texas","Missouri City","6100 block of Maywood Dr",1,0,0,1,0,"N/A","officer_involved_shooting"
2371333,"July 23, 2022","Tennessee","Etowah","600 block of Georgia Ave",1,0,0,1,0,"N/A","officer_involved_shooting"
2367834,"July 23, 2022","Florida","Pompano Beach (North Lauderdale)","1700 S State Rd 7",1,0,0,1,0,"N/A","officer_involved_shooting"
2367956,"July 23, 2022","Florida","Sneads","McKeown Mill Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2367253,"July 23, 2022","North Carolina","Roseboro","2475 Hayne Stretch Rd",1,0,0,0,1,"N/A","officer_involved_shooting"
2366061,"July 21, 2022","New York","Rochester","Bauman St and Laser St",2,1,0,0,1,"N/A","officer_involved_shooting"
2366077,"July 21, 2022","Texas","San Antonio","Culebra Rd and N Trinity St",1,0,1,0,1,"N/A","officer_involved_shooting"
2365567,"July 20, 2022","Alaska","Anchorage","8400 Starview Dr",1,0,1,0,0,"N/A","officer_involved_shooting"
2362900,"July 17, 2022","Florida","Haines City","36114 US-27",1,0,0,0,3,"N/A","officer_involved_shooting"
2361536,"July 16, 2022","California","Mountain View","Villa St and Wild Cherry Ln",1,0,0,0,1,"N/A","officer_involved_shooting"
2361888,"July 16, 2022","California","Rancho Cucamonga","5700 block of Seymour Ct",1,0,0,0,1,"N/A","officer_involved_shooting"
2360041,"July 14, 2022","California","Los Angeles","N Fairfax Ave and Melrose Ave",1,0,1,0,0,"N/A","officer_involved_shooting"
2359142,"July 13, 2022","Oregon","Salem","4900 block of Oak Park Dr NE",1,0,0,1,0,"N/A","officer_involved_shooting"
2358315,"July 12, 2022","Ohio","Lebanon","5945 N OH-48",1,0,0,1,0,"N/A","officer_involved_shooting"
2357375,"July 11, 2022","Wisconsin","Milwaukee (West Milwaukee)","1802 S 55th St",1,0,0,0,0,"N/A","officer_involved_shooting"
2355954,"July 10, 2022","Kentucky","Louisville","4501 W Broadway",1,0,1,0,0,"N/A","officer_involved_shooting"
2356728,"July 10, 2022","Texas","Hitchcock","6000 block of N Martin Luther King Ave",1,0,0,0,0,"N/A","officer_involved_shooting"
2355083,"July 9, 2022","Tennessee","Memphis","5932 Hickory Hill Square",1,0,0,0,1,"N/A","officer_involved_shooting"
2353900,"July 6, 2022","Texas","Corpus Christi","N/A",1,0,0,0,0,"N/A","officer_involved_shooting"
2351924,"July 5, 2022","Tennessee","Powell","8200 block of Brickyard Rd",1,0,0,0,0,"N/A","officer_involved_shooting"
2349447,"July 4, 2022","Pennsylvania","Philadelphia","2500 block of Spring Garden St",2,0,0,0,0,"N/A","officer_involved_shooting"
2348005,"July 3, 2022","New York","Corona (Queens)","214th Place and Jamaica Ave",1,0,2,0,2,"N/A","officer_involved_shooting"
2347060,"July 2, 2022","Texas","Haltom City","5700 block of Diamond Oaks Dr N",4,2,0,1,0,"N/A","officer_involved_shooting"
2345554,"July 1, 2022","Illinois","Chicago","1300 block of W Taylor St",1,0,0,0,1,"N/A","officer_involved_shooting"
2345144,"June 30, 2022","Kentucky","Allen","49 N Railroad St",5,3,0,0,1,"N/A","officer_involved_shooting"
2344225,"June 29, 2022","Alabama","Centreville","AL-25 and Bulldog Bend Rd",1,1,0,0,1,"N/A","officer_involved_shooting"
2342312,"June 27, 2022","Tennessee","Hendersonville","Vietnam Veterans Blvd and US-31E BYP",1,0,0,0,0,"N/A","officer_involved_shooting"
2341696,"June 27, 2022","Louisiana","New Orleans","1400 block of Iberville St",1,1,0,0,1,"N/A","officer_involved_shooting"
2341247,"June 26, 2022","Ohio","Columbus","300 block of S Harris Ave",1,0,0,0,0,"N/A","officer_involved_shooting"
2341417,"June 26, 2022","Washington","Spokane","3000 block of N Martin St",1,0,0,0,2,"N/A","officer_involved_shooting"
2340530,"June 26, 2022","Arkansas","North Little Rock","3100 block of Donaghey Dr",1,0,0,1,0,"N/A","officer_involved_shooting"
2339641,"June 25, 2022","Pennsylvania","Pittsburgh (Mount Oliver)","400 block of Brownsville Rd",2,0,1,0,1,"N/A","officer_involved_shooting"
2361836,"June 23, 2022","Texas","Roanoke (Trophy Club)","500 block of Indian Creek Dr",1,0,0,0,0,"N/A","officer_involved_shooting"
2336260,"June 21, 2022","Ohio","Lima","Second St",1,0,0,1,0,"N/A","officer_involved_shooting"
2335927,"June 20, 2022","Alaska","Fairbanks","23rd Ave and S Cushman St",2,0,0,1,0,"N/A","officer_involved_shooting"
2334920,"June 19, 2022","District of Columbia","Washington","14th St NW and U St NW",3,1,0,0,1,"N/A","officer_involved_shooting"
2333681,"June 18, 2022","Texas","Houston","12801 Roydon Dr",1,0,0,1,0,"N/A","officer_involved_shooting"
2334465,"June 18, 2022","Texas","Falfurrias","HWY 281 and Terry St",1,0,0,1,0,"N/A","officer_involved_shooting"
2332474,"June 16, 2022","West Virginia","Weston","I-79 and US-119",1,0,0,1,0,"N/A","officer_involved_shooting"
2331034,"June 14, 2022","Vermont","Woodstock","13 Slayton Ter",1,1,0,1,0,"N/A","officer_involved_shooting"
2330386,"June 14, 2022","Arizona","Phoenix","S 43rd Ave and W Baseline Rd",1,0,0,0,2,"N/A","officer_involved_shooting"
2330459,"June 13, 2022","California","Los Angeles","4533 Laurel Canyon Blvd",1,0,0,0,1,"N/A","officer_involved_shooting"
2326895,"June 10, 2022","Georgia","Lawrenceville","3100 Sweetwater Rd",1,0,1,0,0,"N/A","officer_involved_shooting"
2325498,"June 9, 2022","Maryland","Smithsburg","12912 Bikle Rd",2,3,1,0,1,"N/A","officer_involved_shooting"
2322022,"June 5, 2022","Illinois","Chicago","6900 block of S Sangamon St",1,0,1,0,1,"N/A","officer_involved_shooting"
2321481,"June 4, 2022","Maryland","Towson","185 E Pennsylvania Ave",2,0,0,1,0,"N/A","officer_involved_shooting"
2320292,"June 3, 2022","West Virginia","Birch River","537 Old Rte 19",1,1,1,1,2,"N/A","officer_involved_shooting"
2320344,"June 3, 2022","New Jersey","West New York","311 59th St",1,0,0,1,0,"N/A","officer_involved_shooting"
2320019,"June 2, 2022","Utah","Bountiful","N/A",1,0,0,0,0,"N/A","officer_involved_shooting"
2319719,"June 2, 2022","Arizona","Whiteriver","East Fork Rd and Chief Ave",1,1,0,1,0,"N/A","officer_involved_shooting"
2319064,"June 2, 2022","Illinois","Chicago","5200 block of W Belmont Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2318432,"June 1, 2022","Illinois","Chicago","W 64th St and S Paulina St",1,0,0,0,1,"N/A","officer_involved_shooting"
2317187,"May 30, 2022","Montana","Billings","Burnstead Dr and N 19th St",1,0,0,1,0,"N/A","officer_involved_shooting"
2315310,"May 29, 2022","North Carolina","King","232 Newsome Rd",1,0,0,1,0,"N/A","officer_involved_shooting"
2313141,"May 26, 2022","Michigan","Battle Creek","S Wabash Ave and Capital Ave NE",1,0,0,0,1,"N/A","officer_involved_shooting"
2318211,"May 26, 2022","Ohio","Greenville","5185 County Home Rd",1,0,0,0,0,"N/A","officer_involved_shooting"
2313288,"May 26, 2022","Georgia","Augusta","2119 Lumpkin Rd",1,0,1,0,1,"N/A","officer_involved_shooting"
2312602,"May 25, 2022","Louisiana","Covington","LA-21 and LA-1083",1,0,0,0,1,"N/A","officer_involved_shooting"
2310278,"May 24, 2022","Texas","Uvalde","715 Old Carrizo Rd",17,21,0,1,0,"N/A","officer_involved_shooting"
2306667,"May 19, 2022","Virginia","Virginia Beach","1060 First Colonial Rd",1,0,0,0,1,"N/A","officer_involved_shooting"
2307115,"May 19, 2022","Washington","Sequim","W Washington St and N Third Ave",1,0,1,0,1,"N/A","officer_involved_shooting"
2304468,"May 16, 2022","Indiana","Palmyra","12000 block of IN-135",1,1,0,1,0,"N/A","officer_involved_shooting"
2302468,"May 14, 2022","Kentucky","Owensboro","1816 Triplett St",1,0,0,0,1,"N/A","officer_involved_shooting"
2298283,"May 10, 2022","Ohio","Toledo","2000 block of Wyndhurst Rd",1,0,0,0,0,"N/A","officer_involved_shooting"
2299261,"May 10, 2022","Iowa","Perry","1st Ave and Willis Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2299056,"May 10, 2022","Texas","Dime Box","1000 block of Stephen F Austin Ave",1,0,0,1,0,"N/A","officer_involved_shooting"
2299147,"May 10, 2022","New York","Bronx","Claremont Pkwy and Bathgate Ave",1,0,0,1,0,"N/A","officer_involved_shooting"
2296701,"May 7, 2022","Washington","Wenatchee","11 N Chelan Ave",1,0,0,1,0,"N/A","officer_involved_shooting"
2295112,"May 5, 2022","Georgia","Atlanta","969 Marietta St NW",1,0,0,0,1,"N/A","officer_involved_shooting"
2294851,"May 5, 2022","Idaho","Pocatello","941 E Bridger St",2,0,1,0,1,"N/A","officer_involved_shooting"
2293943,"May 4, 2022","Texas","Houston","14300 Gulf Fwy",1,0,1,0,1,"N/A","officer_involved_shooting"
2293740,"May 3, 2022","Texas","Brady","N Bridge St and Crothers Ave",1,0,0,0,1,"N/A","officer_involved_shooting"
2292300,"May 2, 2022","Kentucky","Flatwoods","100 block of East St",1,0,0,0,1,"N/A","officer_involved_shooting"
2289302,"April 27, 2022","California","San Diego","I-8 and I-805",1,0,0,0,1,"N/A","officer_involved_shooting"
2289709,"April 26, 2022","Ohio","Piqua","100 N Wayne St",3,0,0,0,0,"N/A","officer_involved_shooting"
2287899,"April 25, 2022","Oregon","Aurora","12334 Ehlen Rd NE",1,0,0,1,0,"N/A","officer_involved_shooting"
2283119,"April 20, 2022","Maryland","Laurel","100 block of Bryan Ct",1,0,0,0,1,"N/A","officer_involved_shooting"
