"coef_topic_19","coef_topic_18","coef_topic_17","coef_topic_16","coef_topic_15","coef_topic_14","coef_topic_13","coef_topic_12","coef_topic_11","coef_topic_10","coef_topic_9","coef_topic_8","coef_topic_7","coef_topic_6","coef_topic_5","coef_topic_4","coef_topic_3","coef_topic_2","coef_topic_1","coef_topic_0","intercept","state"
-0.184381781671237,0,1.59677595803668,0,0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.00864518590986252,0,0.00907271343883819,43.2452259806496,-3.19077901904861e-08,0,0.172598342440032,0,121.341334025043,"Alabama"
-0.00128441076036914,0,-0.00522955186740898,0,-0.145928598524891,0,-0.0295782845971988,0,0,0,0,-0.00359040657948425,0,0,0,-0.011228699644712,-1.52794873500637e-10,-5.03738371432031e-11,0.00195381788570337,0,72.8663519028141,"Alaska"
1.78496850458693,0,0.0102927359347823,-0.322563585051231,-1.78229165200563,0,5.66407337455816,0,0,-2.01126240894804,-2.72232063257485e-08,-0.929889981658059,-0.227364695872236,0.60609596660464,-0.715122695670075,-2.22600283260025,-2.07998474599136e-09,2.39604775685097e-09,-1.38814547947985,0,125.55287851763,"Arizona"
0.0959831657574463,0,-0.055303006703655,0.0242537924808745,-0.464796603966228,0,-0.369011911746384,0,0,-0.439574862670328,-2.30977582492602e-09,0,0.00188181220928222,1.74216636114965,0.00410437503499637,0,-1.08791858851632e-09,-1.0414659170009e-09,1.31200232658256,0,99.5371822455056,"Arkansas"
13.7974002781004,0,6.98804126796471,-10.5085714930321,-3.37316391943559,0,3.21553337868295,0,0,0.770088075774205,-2.05286275908221e-07,0.0726979218881589,-12.4634527029691,0.0997465395362533,0.0440117164985202,-13.3133080816397,-9.51490339979682e-09,3.30778082871998e-08,-0.837396812415553,0,191.191297009316,"California"
25.1557923715027,0,-2.09244980553793,0.54156468291254,5.49554908045118,0,-16.2280578694468,0,0,-0.514670082182777,2.0181267608638e-08,1.08327132155149,-0.573522583039531,1.96631274416617,-0.961592998322556,14.5758776757909,-9.34593400426134e-09,-2.42886236282556e-10,-1.43525573878996,0,107.613333681344,"Colorado"
22.1911028202454,0,3.53229252652544,-2.12347863330134,-1.53547546729851,0,-9.61986629601567,0,0,-9.82108673120418,-1.94393995772803e-06,-3.8503525914172,-2.59223663951505,1.07501678202883,2.31434881287419,-12.2837570172209,4.07273289431425e-09,-7.39511271538246e-08,-48.44535791855,0,77.1262675446857,"Connecticut"
-1.04262920396773,0,-0.906980821116974,6.84504960841115,-46.5526564697951,0,25.3556435404475,0,0,2.59449707690521,3.08448690547721e-08,1.25937203737355,-3.90420604345764,0.08576100169161,-0.36202986399755,-11.9812774387608,7.63935571181689e-09,-3.80575503274889e-10,15.7295805999393,0,67.2658714642703,"Delaware"
2.6280581119158,0,0.482814062208006,0.462260492157874,-7.99486940058032,0,-0.43903638400573,0,0,-3.94971842153653,-6.61225225228104e-07,15.6006580114713,4.83983692677756,-4.08979783177974,5.4537628039324,-17.410045211371,-6.86109057899478e-09,-2.85641736714286e-09,2.13556156851897,0,73.6951354847363,"District of Columbia"
-2.51172568204083,0,-0.917193434319117,8.29058683982138,80.7831630562178,0,-6.98590642193713,0,0,19.1515360954352,1.70314075420991e-08,-0.0357709435894301,1.41037773881901,-0.742495185886666,5.05012959785479,15.7127376626779,-1.17013390808168e-08,-2.62780213640202e-08,2.7306428584053,0,168.695989504034,"Florida"
