"State","State.Code","Year","Year.Code","Month","Month.Code","Deaths"
"Alabama",1,2021,2021,"Jan., 2021 ","2021/01","122"
"Alabama",1,2021,2021,"Feb., 2021 ","2021/02","104"
"Alabama",1,2021,2021,"Mar., 2021 ","2021/03","103"
"Alabama",1,2021,2021,"Apr., 2021 ","2021/04","102"
"Alabama",1,2021,2021,"May, 2021 ","2021/05","108"
"Alabama",1,2021,2021,"Jun., 2021 ","2021/06","128"
"Alabama",1,2021,2021,"Jul., 2021 ","2021/07","111"
"Alabama",1,2021,2021,"Aug., 2021 ","2021/08","105"
"Alabama",1,2021,2021,"Sep., 2021 ","2021/09","110"
"Alabama",1,2021,2021,"Oct., 2021 ","2021/10","126"
"Alabama",1,2021,2021,"Nov., 2021 ","2021/11","94"
"Alabama",1,2021,2021,"Dec., 2021 ","2021/12","91"
"Alaska",2,2021,2021,"Jan., 2021 ","2021/01","13"
"Alaska",2,2021,2021,"Feb., 2021 ","2021/02","10"
"Alaska",2,2021,2021,"Mar., 2021 ","2021/03","12"
"Alaska",2,2021,2021,"Apr., 2021 ","2021/04","18"
"Alaska",2,2021,2021,"May, 2021 ","2021/05","15"
"Alaska",2,2021,2021,"Jun., 2021 ","2021/06","20"
"Alaska",2,2021,2021,"Jul., 2021 ","2021/07","15"
"Alaska",2,2021,2021,"Aug., 2021 ","2021/08","19"
"Alaska",2,2021,2021,"Sep., 2021 ","2021/09","Suppressed"
"Alaska",2,2021,2021,"Oct., 2021 ","2021/10","20"
"Alaska",2,2021,2021,"Nov., 2021 ","2021/11","16"
"Alaska",2,2021,2021,"Dec., 2021 ","2021/12","14"
"Arizona",4,2021,2021,"Jan., 2021 ","2021/01","92"
"Arizona",4,2021,2021,"Feb., 2021 ","2021/02","100"
"Arizona",4,2021,2021,"Mar., 2021 ","2021/03","106"
"Arizona",4,2021,2021,"Apr., 2021 ","2021/04","117"
"Arizona",4,2021,2021,"May, 2021 ","2021/05","111"
"Arizona",4,2021,2021,"Jun., 2021 ","2021/06","107"
"Arizona",4,2021,2021,"Jul., 2021 ","2021/07","114"
"Arizona",4,2021,2021,"Aug., 2021 ","2021/08","126"
"Arizona",4,2021,2021,"Sep., 2021 ","2021/09","108"
"Arizona",4,2021,2021,"Oct., 2021 ","2021/10","114"
"Arizona",4,2021,2021,"Nov., 2021 ","2021/11","129"
"Arizona",4,2021,2021,"Dec., 2021 ","2021/12","115"
"Arkansas",5,2021,2021,"Jan., 2021 ","2021/01","49"
"Arkansas",5,2021,2021,"Feb., 2021 ","2021/02","57"
"Arkansas",5,2021,2021,"Mar., 2021 ","2021/03","61"
"Arkansas",5,2021,2021,"Apr., 2021 ","2021/04","72"
"Arkansas",5,2021,2021,"May, 2021 ","2021/05","67"
"Arkansas",5,2021,2021,"Jun., 2021 ","2021/06","60"
"Arkansas",5,2021,2021,"Jul., 2021 ","2021/07","48"
"Arkansas",5,2021,2021,"Aug., 2021 ","2021/08","53"
"Arkansas",5,2021,2021,"Sep., 2021 ","2021/09","57"
"Arkansas",5,2021,2021,"Oct., 2021 ","2021/10","62"
"Arkansas",5,2021,2021,"Nov., 2021 ","2021/11","53"
"Arkansas",5,2021,2021,"Dec., 2021 ","2021/12","52"
"California",6,2021,2021,"Jan., 2021 ","2021/01","331"
"California",6,2021,2021,"Feb., 2021 ","2021/02","243"
"California",6,2021,2021,"Mar., 2021 ","2021/03","272"
"California",6,2021,2021,"Apr., 2021 ","2021/04","268"
"California",6,2021,2021,"May, 2021 ","2021/05","300"
"California",6,2021,2021,"Jun., 2021 ","2021/06","316"
"California",6,2021,2021,"Jul., 2021 ","2021/07","324"
"California",6,2021,2021,"Aug., 2021 ","2021/08","303"
"California",6,2021,2021,"Sep., 2021 ","2021/09","299"
"California",6,2021,2021,"Oct., 2021 ","2021/10","280"
"California",6,2021,2021,"Nov., 2021 ","2021/11","270"
"California",6,2021,2021,"Dec., 2021 ","2021/12","281"
"Colorado",8,2021,2021,"Jan., 2021 ","2021/01","96"
"Colorado",8,2021,2021,"Feb., 2021 ","2021/02","72"
"Colorado",8,2021,2021,"Mar., 2021 ","2021/03","93"
"Colorado",8,2021,2021,"Apr., 2021 ","2021/04","74"
"Colorado",8,2021,2021,"May, 2021 ","2021/05","86"
"Colorado",8,2021,2021,"Jun., 2021 ","2021/06","98"
"Colorado",8,2021,2021,"Jul., 2021 ","2021/07","73"
"Colorado",8,2021,2021,"Aug., 2021 ","2021/08","83"
"Colorado",8,2021,2021,"Sep., 2021 ","2021/09","71"
"Colorado",8,2021,2021,"Oct., 2021 ","2021/10","90"
"Colorado",8,2021,2021,"Nov., 2021 ","2021/11","98"
"Colorado",8,2021,2021,"Dec., 2021 ","2021/12","101"
"Connecticut",9,2021,2021,"Jan., 2021 ","2021/01","20"
"Connecticut",9,2021,2021,"Feb., 2021 ","2021/02","15"
"Connecticut",9,2021,2021,"Mar., 2021 ","2021/03","19"
"Connecticut",9,2021,2021,"Apr., 2021 ","2021/04","12"
"Connecticut",9,2021,2021,"May, 2021 ","2021/05","33"
"Connecticut",9,2021,2021,"Jun., 2021 ","2021/06","26"
"Connecticut",9,2021,2021,"Jul., 2021 ","2021/07","28"
"Connecticut",9,2021,2021,"Aug., 2021 ","2021/08","20"
"Connecticut",9,2021,2021,"Sep., 2021 ","2021/09","20"
"Connecticut",9,2021,2021,"Oct., 2021 ","2021/10","15"
"Connecticut",9,2021,2021,"Nov., 2021 ","2021/11","16"
"Connecticut",9,2021,2021,"Dec., 2021 ","2021/12","20"
"Delaware",10,2021,2021,"Jan., 2021 ","2021/01","13"
"Delaware",10,2021,2021,"Feb., 2021 ","2021/02","Suppressed"
"Delaware",10,2021,2021,"Mar., 2021 ","2021/03","10"
"Delaware",10,2021,2021,"Apr., 2021 ","2021/04","18"
"Delaware",10,2021,2021,"May, 2021 ","2021/05","13"
"Delaware",10,2021,2021,"Jun., 2021 ","2021/06","15"
"Delaware",10,2021,2021,"Jul., 2021 ","2021/07","15"
"Delaware",10,2021,2021,"Aug., 2021 ","2021/08","15"
"Delaware",10,2021,2021,"Sep., 2021 ","2021/09","12"
"Delaware",10,2021,2021,"Oct., 2021 ","2021/10","11"
"Delaware",10,2021,2021,"Nov., 2021 ","2021/11","16"
"Delaware",10,2021,2021,"Dec., 2021 ","2021/12","11"
"District of Columbia",11,2021,2021,"Jan., 2021 ","2021/01","16"
"District of Columbia",11,2021,2021,"Feb., 2021 ","2021/02","11"
"District of Columbia",11,2021,2021,"Mar., 2021 ","2021/03","12"
"District of Columbia",11,2021,2021,"Apr., 2021 ","2021/04","17"
"District of Columbia",11,2021,2021,"May, 2021 ","2021/05","10"
"District of Columbia",11,2021,2021,"Jun., 2021 ","2021/06","11"
"District of Columbia",11,2021,2021,"Jul., 2021 ","2021/07","18"
"District of Columbia",11,2021,2021,"Aug., 2021 ","2021/08","17"
"District of Columbia",11,2021,2021,"Sep., 2021 ","2021/09","18"
"District of Columbia",11,2021,2021,"Oct., 2021 ","2021/10","23"
"District of Columbia",11,2021,2021,"Nov., 2021 ","2021/11","14"
"District of Columbia",11,2021,2021,"Dec., 2021 ","2021/12","16"
"Florida",12,2021,2021,"Jan., 2021 ","2021/01","258"
"Florida",12,2021,2021,"Feb., 2021 ","2021/02","261"
"Florida",12,2021,2021,"Mar., 2021 ","2021/03","243"
"Florida",12,2021,2021,"Apr., 2021 ","2021/04","235"
"Florida",12,2021,2021,"May, 2021 ","2021/05","270"
"Florida",12,2021,2021,"Jun., 2021 ","2021/06","272"
"Florida",12,2021,2021,"Jul., 2021 ","2021/07","280"
"Florida",12,2021,2021,"Aug., 2021 ","2021/08","254"
"Florida",12,2021,2021,"Sep., 2021 ","2021/09","256"
"Florida",12,2021,2021,"Oct., 2021 ","2021/10","282"
"Florida",12,2021,2021,"Nov., 2021 ","2021/11","245"
"Florida",12,2021,2021,"Dec., 2021 ","2021/12","261"
"Georgia",13,2021,2021,"Jan., 2021 ","2021/01","174"
"Georgia",13,2021,2021,"Feb., 2021 ","2021/02","145"
"Georgia",13,2021,2021,"Mar., 2021 ","2021/03","175"
"Georgia",13,2021,2021,"Apr., 2021 ","2021/04","156"
"Georgia",13,2021,2021,"May, 2021 ","2021/05","223"
"Georgia",13,2021,2021,"Jun., 2021 ","2021/06","173"
"Georgia",13,2021,2021,"Jul., 2021 ","2021/07","211"
"Georgia",13,2021,2021,"Aug., 2021 ","2021/08","176"
"Georgia",13,2021,2021,"Sep., 2021 ","2021/09","189"
"Georgia",13,2021,2021,"Oct., 2021 ","2021/10","190"
"Georgia",13,2021,2021,"Nov., 2021 ","2021/11","194"
"Georgia",13,2021,2021,"Dec., 2021 ","2021/12","172"
"Hawaii",15,2021,2021,"Jan., 2021 ","2021/01","Suppressed"
"Hawaii",15,2021,2021,"Feb., 2021 ","2021/02","Suppressed"
"Hawaii",15,2021,2021,"Mar., 2021 ","2021/03","Suppressed"
"Hawaii",15,2021,2021,"Apr., 2021 ","2021/04","Suppressed"
"Hawaii",15,2021,2021,"May, 2021 ","2021/05","Suppressed"
"Hawaii",15,2021,2021,"Jun., 2021 ","2021/06","Suppressed"
"Hawaii",15,2021,2021,"Jul., 2021 ","2021/07","Suppressed"
"Hawaii",15,2021,2021,"Aug., 2021 ","2021/08","10"
"Hawaii",15,2021,2021,"Sep., 2021 ","2021/09","Suppressed"
"Hawaii",15,2021,2021,"Oct., 2021 ","2021/10","Suppressed"
"Hawaii",15,2021,2021,"Nov., 2021 ","2021/11","Suppressed"
"Hawaii",15,2021,2021,"Dec., 2021 ","2021/12","Suppressed"
"Idaho",16,2021,2021,"Jan., 2021 ","2021/01","22"
"Idaho",16,2021,2021,"Feb., 2021 ","2021/02","32"
"Idaho",16,2021,2021,"Mar., 2021 ","2021/03","22"
"Idaho",16,2021,2021,"Apr., 2021 ","2021/04","26"
"Idaho",16,2021,2021,"May, 2021 ","2021/05","21"
"Idaho",16,2021,2021,"Jun., 2021 ","2021/06","23"
"Idaho",16,2021,2021,"Jul., 2021 ","2021/07","24"
"Idaho",16,2021,2021,"Aug., 2021 ","2021/08","30"
"Idaho",16,2021,2021,"Sep., 2021 ","2021/09","27"
"Idaho",16,2021,2021,"Oct., 2021 ","2021/10","31"
"Idaho",16,2021,2021,"Nov., 2021 ","2021/11","22"
"Idaho",16,2021,2021,"Dec., 2021 ","2021/12","18"
"Illinois",17,2021,2021,"Jan., 2021 ","2021/01","153"
"Illinois",17,2021,2021,"Feb., 2021 ","2021/02","103"
"Illinois",17,2021,2021,"Mar., 2021 ","2021/03","136"
"Illinois",17,2021,2021,"Apr., 2021 ","2021/04","129"
"Illinois",17,2021,2021,"May, 2021 ","2021/05","170"
"Illinois",17,2021,2021,"Jun., 2021 ","2021/06","189"
"Illinois",17,2021,2021,"Jul., 2021 ","2021/07","213"
"Illinois",17,2021,2021,"Aug., 2021 ","2021/08","204"
"Illinois",17,2021,2021,"Sep., 2021 ","2021/09","190"
"Illinois",17,2021,2021,"Oct., 2021 ","2021/10","183"
"Illinois",17,2021,2021,"Nov., 2021 ","2021/11","159"
"Illinois",17,2021,2021,"Dec., 2021 ","2021/12","148"
"Indiana",18,2021,2021,"Jan., 2021 ","2021/01","100"
"Indiana",18,2021,2021,"Feb., 2021 ","2021/02","89"
"Indiana",18,2021,2021,"Mar., 2021 ","2021/03","92"
"Indiana",18,2021,2021,"Apr., 2021 ","2021/04","103"
"Indiana",18,2021,2021,"May, 2021 ","2021/05","100"
"Indiana",18,2021,2021,"Jun., 2021 ","2021/06","88"
"Indiana",18,2021,2021,"Jul., 2021 ","2021/07","119"
"Indiana",18,2021,2021,"Aug., 2021 ","2021/08","111"
"Indiana",18,2021,2021,"Sep., 2021 ","2021/09","118"
"Indiana",18,2021,2021,"Oct., 2021 ","2021/10","99"
"Indiana",18,2021,2021,"Nov., 2021 ","2021/11","119"
"Indiana",18,2021,2021,"Dec., 2021 ","2021/12","103"
"Iowa",19,2021,2021,"Jan., 2021 ","2021/01","26"
"Iowa",19,2021,2021,"Feb., 2021 ","2021/02","25"
"Iowa",19,2021,2021,"Mar., 2021 ","2021/03","24"
"Iowa",19,2021,2021,"Apr., 2021 ","2021/04","23"
"Iowa",19,2021,2021,"May, 2021 ","2021/05","39"
"Iowa",19,2021,2021,"Jun., 2021 ","2021/06","32"
"Iowa",19,2021,2021,"Jul., 2021 ","2021/07","39"
"Iowa",19,2021,2021,"Aug., 2021 ","2021/08","32"
"Iowa",19,2021,2021,"Sep., 2021 ","2021/09","33"
"Iowa",19,2021,2021,"Oct., 2021 ","2021/10","26"
"Iowa",19,2021,2021,"Nov., 2021 ","2021/11","38"
"Iowa",19,2021,2021,"Dec., 2021 ","2021/12","26"
"Kansas",20,2021,2021,"Jan., 2021 ","2021/01","29"
"Kansas",20,2021,2021,"Feb., 2021 ","2021/02","46"
"Kansas",20,2021,2021,"Mar., 2021 ","2021/03","40"
"Kansas",20,2021,2021,"Apr., 2021 ","2021/04","32"
"Kansas",20,2021,2021,"May, 2021 ","2021/05","46"
"Kansas",20,2021,2021,"Jun., 2021 ","2021/06","37"
"Kansas",20,2021,2021,"Jul., 2021 ","2021/07","48"
"Kansas",20,2021,2021,"Aug., 2021 ","2021/08","48"
"Kansas",20,2021,2021,"Sep., 2021 ","2021/09","55"
"Kansas",20,2021,2021,"Oct., 2021 ","2021/10","51"
"Kansas",20,2021,2021,"Nov., 2021 ","2021/11","40"
"Kansas",20,2021,2021,"Dec., 2021 ","2021/12","30"
"Kentucky",21,2021,2021,"Jan., 2021 ","2021/01","88"
"Kentucky",21,2021,2021,"Feb., 2021 ","2021/02","59"
"Kentucky",21,2021,2021,"Mar., 2021 ","2021/03","84"
"Kentucky",21,2021,2021,"Apr., 2021 ","2021/04","71"
"Kentucky",21,2021,2021,"May, 2021 ","2021/05","77"
"Kentucky",21,2021,2021,"Jun., 2021 ","2021/06","96"
"Kentucky",21,2021,2021,"Jul., 2021 ","2021/07","83"
"Kentucky",21,2021,2021,"Aug., 2021 ","2021/08","87"
"Kentucky",21,2021,2021,"Sep., 2021 ","2021/09","88"
"Kentucky",21,2021,2021,"Oct., 2021 ","2021/10","67"
"Kentucky",21,2021,2021,"Nov., 2021 ","2021/11","64"
"Kentucky",21,2021,2021,"Dec., 2021 ","2021/12","74"
"Louisiana",22,2021,2021,"Jan., 2021 ","2021/01","125"
"Louisiana",22,2021,2021,"Feb., 2021 ","2021/02","92"
"Louisiana",22,2021,2021,"Mar., 2021 ","2021/03","107"
"Louisiana",22,2021,2021,"Apr., 2021 ","2021/04","94"
"Louisiana",22,2021,2021,"May, 2021 ","2021/05","123"
"Louisiana",22,2021,2021,"Jun., 2021 ","2021/06","113"
"Louisiana",22,2021,2021,"Jul., 2021 ","2021/07","113"
"Louisiana",22,2021,2021,"Aug., 2021 ","2021/08","122"
"Louisiana",22,2021,2021,"Sep., 2021 ","2021/09","110"
"Louisiana",22,2021,2021,"Oct., 2021 ","2021/10","103"
"Louisiana",22,2021,2021,"Nov., 2021 ","2021/11","100"
"Louisiana",22,2021,2021,"Dec., 2021 ","2021/12","106"
"Maine",23,2021,2021,"Jan., 2021 ","2021/01","16"
"Maine",23,2021,2021,"Feb., 2021 ","2021/02","13"
"Maine",23,2021,2021,"Mar., 2021 ","2021/03","15"
"Maine",23,2021,2021,"Apr., 2021 ","2021/04","14"
"Maine",23,2021,2021,"May, 2021 ","2021/05","15"
"Maine",23,2021,2021,"Jun., 2021 ","2021/06","18"
"Maine",23,2021,2021,"Jul., 2021 ","2021/07","Suppressed"
"Maine",23,2021,2021,"Aug., 2021 ","2021/08","16"
"Maine",23,2021,2021,"Sep., 2021 ","2021/09","19"
"Maine",23,2021,2021,"Oct., 2021 ","2021/10","12"
"Maine",23,2021,2021,"Nov., 2021 ","2021/11","15"
"Maine",23,2021,2021,"Dec., 2021 ","2021/12","11"
"Maryland",24,2021,2021,"Jan., 2021 ","2021/01","70"
"Maryland",24,2021,2021,"Feb., 2021 ","2021/02","50"
"Maryland",24,2021,2021,"Mar., 2021 ","2021/03","90"
"Maryland",24,2021,2021,"Apr., 2021 ","2021/04","75"
"Maryland",24,2021,2021,"May, 2021 ","2021/05","72"
"Maryland",24,2021,2021,"Jun., 2021 ","2021/06","91"
"Maryland",24,2021,2021,"Jul., 2021 ","2021/07","86"
"Maryland",24,2021,2021,"Aug., 2021 ","2021/08","72"
"Maryland",24,2021,2021,"Sep., 2021 ","2021/09","82"
"Maryland",24,2021,2021,"Oct., 2021 ","2021/10","75"
"Maryland",24,2021,2021,"Nov., 2021 ","2021/11","63"
"Maryland",24,2021,2021,"Dec., 2021 ","2021/12","80"
"Massachusetts",25,2021,2021,"Jan., 2021 ","2021/01","14"
"Massachusetts",25,2021,2021,"Feb., 2021 ","2021/02","17"
"Massachusetts",25,2021,2021,"Mar., 2021 ","2021/03","17"
"Massachusetts",25,2021,2021,"Apr., 2021 ","2021/04","13"
"Massachusetts",25,2021,2021,"May, 2021 ","2021/05","21"
"Massachusetts",25,2021,2021,"Jun., 2021 ","2021/06","17"
"Massachusetts",25,2021,2021,"Jul., 2021 ","2021/07","23"
"Massachusetts",25,2021,2021,"Aug., 2021 ","2021/08","31"
"Massachusetts",25,2021,2021,"Sep., 2021 ","2021/09","15"
"Massachusetts",25,2021,2021,"Oct., 2021 ","2021/10","21"
"Massachusetts",25,2021,2021,"Nov., 2021 ","2021/11","18"
"Massachusetts",25,2021,2021,"Dec., 2021 ","2021/12","31"
"Michigan",26,2021,2021,"Jan., 2021 ","2021/01","119"
"Michigan",26,2021,2021,"Feb., 2021 ","2021/02","103"
"Michigan",26,2021,2021,"Mar., 2021 ","2021/03","114"
"Michigan",26,2021,2021,"Apr., 2021 ","2021/04","140"
"Michigan",26,2021,2021,"May, 2021 ","2021/05","122"
"Michigan",26,2021,2021,"Jun., 2021 ","2021/06","135"
"Michigan",26,2021,2021,"Jul., 2021 ","2021/07","137"
"Michigan",26,2021,2021,"Aug., 2021 ","2021/08","153"
"Michigan",26,2021,2021,"Sep., 2021 ","2021/09","139"
"Michigan",26,2021,2021,"Oct., 2021 ","2021/10","134"
"Michigan",26,2021,2021,"Nov., 2021 ","2021/11","122"
"Michigan",26,2021,2021,"Dec., 2021 ","2021/12","117"
"Minnesota",27,2021,2021,"Jan., 2021 ","2021/01","41"
"Minnesota",27,2021,2021,"Feb., 2021 ","2021/02","41"
"Minnesota",27,2021,2021,"Mar., 2021 ","2021/03","36"
"Minnesota",27,2021,2021,"Apr., 2021 ","2021/04","34"
"Minnesota",27,2021,2021,"May, 2021 ","2021/05","46"
"Minnesota",27,2021,2021,"Jun., 2021 ","2021/06","61"
"Minnesota",27,2021,2021,"Jul., 2021 ","2021/07","61"
"Minnesota",27,2021,2021,"Aug., 2021 ","2021/08","57"
"Minnesota",27,2021,2021,"Sep., 2021 ","2021/09","45"
"Minnesota",27,2021,2021,"Oct., 2021 ","2021/10","60"
"Minnesota",27,2021,2021,"Nov., 2021 ","2021/11","32"
"Minnesota",27,2021,2021,"Dec., 2021 ","2021/12","49"
"Mississippi",28,2021,2021,"Jan., 2021 ","2021/01","85"
"Mississippi",28,2021,2021,"Feb., 2021 ","2021/02","68"
"Mississippi",28,2021,2021,"Mar., 2021 ","2021/03","63"
"Mississippi",28,2021,2021,"Apr., 2021 ","2021/04","73"
"Mississippi",28,2021,2021,"May, 2021 ","2021/05","83"
"Mississippi",28,2021,2021,"Jun., 2021 ","2021/06","91"
"Mississippi",28,2021,2021,"Jul., 2021 ","2021/07","102"
"Mississippi",28,2021,2021,"Aug., 2021 ","2021/08","96"
"Mississippi",28,2021,2021,"Sep., 2021 ","2021/09","89"
"Mississippi",28,2021,2021,"Oct., 2021 ","2021/10","70"
"Mississippi",28,2021,2021,"Nov., 2021 ","2021/11","58"
"Mississippi",28,2021,2021,"Dec., 2021 ","2021/12","77"
"Missouri",29,2021,2021,"Jan., 2021 ","2021/01","116"
"Missouri",29,2021,2021,"Feb., 2021 ","2021/02","109"
"Missouri",29,2021,2021,"Mar., 2021 ","2021/03","106"
"Missouri",29,2021,2021,"Apr., 2021 ","2021/04","102"
"Missouri",29,2021,2021,"May, 2021 ","2021/05","133"
"Missouri",29,2021,2021,"Jun., 2021 ","2021/06","119"
"Missouri",29,2021,2021,"Jul., 2021 ","2021/07","117"
"Missouri",29,2021,2021,"Aug., 2021 ","2021/08","138"
"Missouri",29,2021,2021,"Sep., 2021 ","2021/09","125"
"Missouri",29,2021,2021,"Oct., 2021 ","2021/10","128"
"Missouri",29,2021,2021,"Nov., 2021 ","2021/11","84"
"Missouri",29,2021,2021,"Dec., 2021 ","2021/12","122"
"Montana",30,2021,2021,"Jan., 2021 ","2021/01","23"
"Montana",30,2021,2021,"Feb., 2021 ","2021/02","20"
"Montana",30,2021,2021,"Mar., 2021 ","2021/03","25"
"Montana",30,2021,2021,"Apr., 2021 ","2021/04","30"
"Montana",30,2021,2021,"May, 2021 ","2021/05","16"
"Montana",30,2021,2021,"Jun., 2021 ","2021/06","27"
"Montana",30,2021,2021,"Jul., 2021 ","2021/07","17"
"Montana",30,2021,2021,"Aug., 2021 ","2021/08","25"
"Montana",30,2021,2021,"Sep., 2021 ","2021/09","21"
"Montana",30,2021,2021,"Oct., 2021 ","2021/10","28"
"Montana",30,2021,2021,"Nov., 2021 ","2021/11","22"
"Montana",30,2021,2021,"Dec., 2021 ","2021/12","24"
"Nebraska",31,2021,2021,"Jan., 2021 ","2021/01","26"
"Nebraska",31,2021,2021,"Feb., 2021 ","2021/02","15"
"Nebraska",31,2021,2021,"Mar., 2021 ","2021/03","16"
"Nebraska",31,2021,2021,"Apr., 2021 ","2021/04","12"
"Nebraska",31,2021,2021,"May, 2021 ","2021/05","14"
"Nebraska",31,2021,2021,"Jun., 2021 ","2021/06","16"
"Nebraska",31,2021,2021,"Jul., 2021 ","2021/07","13"
"Nebraska",31,2021,2021,"Aug., 2021 ","2021/08","14"
"Nebraska",31,2021,2021,"Sep., 2021 ","2021/09","14"
"Nebraska",31,2021,2021,"Oct., 2021 ","2021/10","20"
"Nebraska",31,2021,2021,"Nov., 2021 ","2021/11","21"
"Nebraska",31,2021,2021,"Dec., 2021 ","2021/12","14"
"Nevada",32,2021,2021,"Jan., 2021 ","2021/01","50"
"Nevada",32,2021,2021,"Feb., 2021 ","2021/02","58"
"Nevada",32,2021,2021,"Mar., 2021 ","2021/03","58"
"Nevada",32,2021,2021,"Apr., 2021 ","2021/04","38"
"Nevada",32,2021,2021,"May, 2021 ","2021/05","53"
"Nevada",32,2021,2021,"Jun., 2021 ","2021/06","57"
"Nevada",32,2021,2021,"Jul., 2021 ","2021/07","58"
"Nevada",32,2021,2021,"Aug., 2021 ","2021/08","60"
"Nevada",32,2021,2021,"Sep., 2021 ","2021/09","59"
"Nevada",32,2021,2021,"Oct., 2021 ","2021/10","46"
"Nevada",32,2021,2021,"Nov., 2021 ","2021/11","54"
"Nevada",32,2021,2021,"Dec., 2021 ","2021/12","36"
"New Hampshire",33,2021,2021,"Jan., 2021 ","2021/01","11"
"New Hampshire",33,2021,2021,"Feb., 2021 ","2021/02","10"
"New Hampshire",33,2021,2021,"Mar., 2021 ","2021/03","10"
"New Hampshire",33,2021,2021,"Apr., 2021 ","2021/04","Suppressed"
"New Hampshire",33,2021,2021,"May, 2021 ","2021/05","10"
"New Hampshire",33,2021,2021,"Jun., 2021 ","2021/06","12"
"New Hampshire",33,2021,2021,"Jul., 2021 ","2021/07","Suppressed"
"New Hampshire",33,2021,2021,"Aug., 2021 ","2021/08","10"
"New Hampshire",33,2021,2021,"Sep., 2021 ","2021/09","11"
"New Hampshire",33,2021,2021,"Oct., 2021 ","2021/10","Suppressed"
"New Hampshire",33,2021,2021,"Nov., 2021 ","2021/11","14"
"New Hampshire",33,2021,2021,"Dec., 2021 ","2021/12","10"
"New Jersey",34,2021,2021,"Jan., 2021 ","2021/01","27"
"New Jersey",34,2021,2021,"Feb., 2021 ","2021/02","31"
"New Jersey",34,2021,2021,"Mar., 2021 ","2021/03","21"
"New Jersey",34,2021,2021,"Apr., 2021 ","2021/04","45"
"New Jersey",34,2021,2021,"May, 2021 ","2021/05","43"
"New Jersey",34,2021,2021,"Jun., 2021 ","2021/06","41"
"New Jersey",34,2021,2021,"Jul., 2021 ","2021/07","47"
"New Jersey",34,2021,2021,"Aug., 2021 ","2021/08","52"
"New Jersey",34,2021,2021,"Sep., 2021 ","2021/09","39"
"New Jersey",34,2021,2021,"Oct., 2021 ","2021/10","46"
"New Jersey",34,2021,2021,"Nov., 2021 ","2021/11","41"
"New Jersey",34,2021,2021,"Dec., 2021 ","2021/12","40"
"New Mexico",35,2021,2021,"Jan., 2021 ","2021/01","41"
"New Mexico",35,2021,2021,"Feb., 2021 ","2021/02","43"
"New Mexico",35,2021,2021,"Mar., 2021 ","2021/03","41"
"New Mexico",35,2021,2021,"Apr., 2021 ","2021/04","53"
"New Mexico",35,2021,2021,"May, 2021 ","2021/05","45"
"New Mexico",35,2021,2021,"Jun., 2021 ","2021/06","48"
"New Mexico",35,2021,2021,"Jul., 2021 ","2021/07","41"
"New Mexico",35,2021,2021,"Aug., 2021 ","2021/08","51"
"New Mexico",35,2021,2021,"Sep., 2021 ","2021/09","50"
"New Mexico",35,2021,2021,"Oct., 2021 ","2021/10","47"
"New Mexico",35,2021,2021,"Nov., 2021 ","2021/11","38"
"New Mexico",35,2021,2021,"Dec., 2021 ","2021/12","54"
"New York",36,2021,2021,"Jan., 2021 ","2021/01","68"
"New York",36,2021,2021,"Feb., 2021 ","2021/02","71"
"New York",36,2021,2021,"Mar., 2021 ","2021/03","90"
"New York",36,2021,2021,"Apr., 2021 ","2021/04","88"
"New York",36,2021,2021,"May, 2021 ","2021/05","100"
"New York",36,2021,2021,"Jun., 2021 ","2021/06","90"
"New York",36,2021,2021,"Jul., 2021 ","2021/07","90"
"New York",36,2021,2021,"Aug., 2021 ","2021/08","100"
"New York",36,2021,2021,"Sep., 2021 ","2021/09","112"
"New York",36,2021,2021,"Oct., 2021 ","2021/10","91"
"New York",36,2021,2021,"Nov., 2021 ","2021/11","76"
"New York",36,2021,2021,"Dec., 2021 ","2021/12","87"
"North Carolina",37,2021,2021,"Jan., 2021 ","2021/01","160"
"North Carolina",37,2021,2021,"Feb., 2021 ","2021/02","145"
"North Carolina",37,2021,2021,"Mar., 2021 ","2021/03","121"
"North Carolina",37,2021,2021,"Apr., 2021 ","2021/04","176"
"North Carolina",37,2021,2021,"May, 2021 ","2021/05","141"
"North Carolina",37,2021,2021,"Jun., 2021 ","2021/06","158"
"North Carolina",37,2021,2021,"Jul., 2021 ","2021/07","148"
"North Carolina",37,2021,2021,"Aug., 2021 ","2021/08","154"
"North Carolina",37,2021,2021,"Sep., 2021 ","2021/09","162"
"North Carolina",37,2021,2021,"Oct., 2021 ","2021/10","166"
"North Carolina",37,2021,2021,"Nov., 2021 ","2021/11","144"
"North Carolina",37,2021,2021,"Dec., 2021 ","2021/12","149"
"North Dakota",38,2021,2021,"Jan., 2021 ","2021/01","10"
"North Dakota",38,2021,2021,"Feb., 2021 ","2021/02","Suppressed"
"North Dakota",38,2021,2021,"Mar., 2021 ","2021/03","19"
"North Dakota",38,2021,2021,"Apr., 2021 ","2021/04","Suppressed"
"North Dakota",38,2021,2021,"May, 2021 ","2021/05","10"
"North Dakota",38,2021,2021,"Jun., 2021 ","2021/06","Suppressed"
"North Dakota",38,2021,2021,"Jul., 2021 ","2021/07","10"
"North Dakota",38,2021,2021,"Aug., 2021 ","2021/08","12"
"North Dakota",38,2021,2021,"Sep., 2021 ","2021/09","11"
"North Dakota",38,2021,2021,"Oct., 2021 ","2021/10","Suppressed"
"North Dakota",38,2021,2021,"Nov., 2021 ","2021/11","14"
