"coef_topic_19","coef_topic_18","coef_topic_17","coef_topic_16","coef_topic_15","coef_topic_14","coef_topic_13","coef_topic_12","coef_topic_11","coef_topic_10","coef_topic_9","coef_topic_8","coef_topic_7","coef_topic_6","coef_topic_5","coef_topic_4","coef_topic_3","coef_topic_2","coef_topic_1","coef_topic_0","intercept","state"
-0.0815213320728585,0.294617667864668,1.87156722135528,0.0511143166801463,1.6831801283672,0.0733715718831074,-0.195883079153893,1.02722141110852,-0.117567427067908,0.15373394382572,0.342648180962584,-0.1089558356219,-0.911851677422269,-1.18661779881281,0.777189583369708,1.99192356252101,0,0.0942782719770759,2.70972746837992,1.4508510416036,119.431220827747,"Alabama"
-0.000740487056886796,-0.0168546082829268,-0.0083997341031999,-0.00545219914981864,-0.0151809956345718,0.00137820637397998,-0.0249441871560808,0.0194891222393072,-0.00149876545527916,-0.0057808159626768,-0.0121112982669736,-0.00646432659470735,0.0306459069250722,-0.029579855073496,-0.00498940447158783,-0.0477132818058665,0,0.00342073485606899,-0.0401348163383707,-0.10750794236849,73.0882793732748,"Alaska"
0.267742787085624,0.0245711037108844,0.0185723808130789,-0.0385481560975127,0.44741520535711,0.173616631861113,-0.228489691065829,-0.0863449529019639,-0.0196682589792384,0.0573374301935631,0.0406236584785981,0.0500662456212133,-0.709510930831958,0.265603468720036,0.181328270343916,-0.163321590592152,0,0.0664567980994976,-0.298285062779748,-0.108882739395063,125.552811689856,"Arizona"
-0.13492942506993,-0.0149158750742437,0.00212655647898977,0.00454207149153256,-0.0230240777018283,-0.0319728207085232,0.212617458931911,0.0238923124737317,-0.00145056262661627,-0.167873257587698,0.0130995747331309,0.0254995311762685,-0.0134141189887813,0.0229848887363855,-0.0650523010247727,0.00652842565134447,0,-0.0316864798895172,0.468009689768035,-0.0922157622115083,99.5764209203986,"Arkansas"
-4.54359629969116,0.210181542178558,2.19077571731847,-0.000643067395409538,1.35616340680047,-1.24234096056145,-0.74906103665958,1.24921306494332,-0.139357933911611,-1.55235889841252,1.09808156822375,0.171982931861055,1.70673867236809,1.61084995607034,-1.38010329775691,-0.0753556433341845,0,-0.794545145977656,0.792373594418397,0.353356050719408,189.318456590174,"California"
0.445498877254328,1.23764470027328,-1.98008391766085,-0.382212244170082,-0.382881782074331,1.0456537101819,3.12921101740734,-1.07657160723238,-0.015994013389779,-1.22367634975407,-0.0852811998993431,0.967876001347137,0.188319371472293,-2.50971507755117,1.5831476997093,-3.0743272200535,0,1.55093560476022,1.93641106405332,2.51655353417356,106.332936457618,"Colorado"
-3.68565302427626,-1.4935373361677,1.30463992372282,0.165053449566493,-1.22192286752834,-1.10429873649137,0.26430831704743,0.823104545966842,-0.0627831366783831,1.00335478145674,-0.130906132845886,0.0735152261063703,1.02017405881724,1.25335818816342,-1.25128987439645,3.62848653381115,0,1.85672482572514,1.10888252233657,2.24232790045694,73.4759143928095,"Connecticut"
-0.513440849789731,1.29724414014222,-0.154450987714,-0.0868005364930133,0.468937352079785,0.178394523132025,-1.28274607906613,-1.7598693344387,0.0655274106530188,0.548458606574496,-0.412859200297224,-0.368392253469469,1.07527478087225,-1.39413114947937,-0.307083953418263,-2.44071364696344,0,0.0239029949098339,1.11005069506795,0.745522893785419,67.0938782817221,"Delaware"
0.83268829868176,-0.643083759507439,-1.83905252749252,-0.347579967699975,1.67355845085068,-0.942473423388554,-3.72703640503513,-1.26403584039361,0.108588078000449,-0.00661561416682021,1.29487216245195,-0.395606722464235,0.796157940027568,1.40525287182777,1.34581367695381,1.91396563509737,0,-2.78759675785941,1.49672346219787,0.435777995387497,72.6747856154679,"District of Columbia"
0.453916071422149,1.09093604506596,2.41685974253914,-0.875169683212019,-1.28111649653057,1.61834327469049,3.65950064078917,0.207880466798179,-0.0651270956196637,0.46903620521793,1.1244215490129,0.709007796264675,-0.125818132740856,-0.730818782532636,-0.398607900378205,-4.14743529250643,0,0.0984251965050602,-5.82007558993817,-4.5756348329735,175.178099297429,"Florida"
